N S BAAZAR
Phone No: 7002445877


Stock Summary Report
Dated: 09/11/2018 - 15/04/2027
Total Stock Value: 3528266679.44
Total Stock Quantity: 40230384.78569999 PCS


Name,Batch No.,Item Code,Purchase Price,Selling Price,Stock Quantity,Stock Value,Item Category Name,MRP,SALES PRICE WITH TAX
TIDE DOUBLE POWER 500 GM,,4987176068897,44.89,55.0,0.0 PCS,0.0,"",60.0,""
TIDE DOUBLE POWER JAS & ROSE 1 KG,,4987176373281,92.87,110.0,11.0 PCS,1021.57,"",120.0,""
TIDE DOUBLE POWER+ 1 KG,,4987176115058,89.78,109.0,15.0 PCS,1346.7,"",116.0,""
TIDE DOUBLE POWER+ 50 GM,,4987176311764,42.57,54.0,0.0 PCS,0.0,"",55.0,""
TIDE FRESH & CLEAN 1 KG,,4987176283320,61.02,70.0,0.0 PCS,0.0,"",81.0,""
TIDE FRESH & CLEAN 1 KG,,4987176185778,63.28,79.0,24.0 PCS,1518.72,"",84.0,""
TIDE FRESH & CLEAN 83+17 GM,,4987176202888,7.71,10.0,26.0 PCS,200.46,"",10.0,""
TIDE FRESH AND CLEAN 500 GM,,4987176198402,33.9,40.0,36.0 PCS,1220.4,"",45.0,""
TIDE JASMINE & ROSE 2 KG,,4987176143358,211.86,260.0,0.0 PCS,0.0,"",270.0,""
TIDE JASMINE & ROSE 2 KG 2 KG,,4987176373311,211.86,260.0,5.0 PCS,1059.3,"",270.0,""
TIDE JASMINE & ROSE 500 GM,,4987176373267,46.43,55.0,9.0 PCS,417.87,"",60.0,""
TIDE JASMINE & ROSE 80 GM,,4987176373403,7.21,10.0,-10.0 PCS,-72.1,"",10.0,""
TIDE JASMINE & ROSE FREE CON 3 KG,,4987176226990,313.09,370.0,5.0 PCS,1565.45,"",399.0,""
TIDE JASMINE&ROSE 3 KG,,4987176393159,270.0,285.0,8.0 PCS,2160.0,"",299.0,""
TIDE LEMON & MINT 2 KG,,4987176143365,211.86,260.0,-1.0 PCS,-211.86,"",270.0,""
TIDE LEMON MINT 1 KG,,4987176373359,92.87,110.0,19.0 PCS,2082.15,"",120.0,""
TIDE NATURALS 1 KG,,4987176057396,69.05,82.0,2.0 PCS,138.1,"",88.0,""
TIDE WHITE BAR 155 GM,,4987176332752,7.78,10.0,-6.0 PCS,-46.68,"",10.0,""
TIDE WHITE BAR 160 GM,,4987176309761,7.78,10.0,15.0 PCS,116.7,"",10.0,""
TIDY TOP SHARPNER,,"",3.75,5.0,40.0 PCS,150.0,"",5.0,""
TIGER COCONUT 70 GM,,8901063155596,8.53,10.0,86.0 PCS,733.58,"",10.0,""
TIGER GLUCOSE BISCUIT,,8901063163430,8.67,10.0,45.0 PCS,409.66,"",10.0,""
TIGER GOLD OIL 1 LTR,,"",125.0,128.0,-73.0 PCS,-9125.0,"",140.0,""
TIGER GOLD OIL 156 GM,,Tiger 156 GM,27.0,30.0,28.0 PCS,756.0,"",35.0,""
TIGER GOLD OIL 500 ML,,"",64.0,67.0,3.0 PCS,192.0,"",105.0,""
TIGER KREEMZ CHOCO 30.2 GM,,8901063164376,3.73,4.5,102.0 PCS,380.46,"",4.5,""
TIGER KREEMZ CHOCO 36.2 GM,,8901063164338,4.14,5.0,-39.0 PCS,-161.46,"",5.0,""
TIGER KREEMZ ELAICHI 30.2 GM,,8901063164390,4.14,5.0,111.0 PCS,459.54,"",5.0,""
TIGER KREEMZ ELAICHI 36.2 GM,,8901063164352,4.14,5.0,-25.0 PCS,-103.5,"",5.0,""
TIGER KREEMZ ORANGE 36.2 GM,,8901063164369,4.14,5.0,140.0 PCS,608.58,"",5.0,""
TIGER KRUNCH 31.5 GM,,8901063155442,4.28,5.0,105.0 PCS,449.4,"",5.0,""
TIGER KRUNCH 60 GM,,8901063155534,8.0,9.0,127.0 PCS,1016.0,"",9.0,""
TIGER KRUNCH CHOCO CHIPS 400 GM,,8901063155329,70.0,150.0,0.0 PCS,0.0,"",150.0,""
TIK TAK 7.2 GM,,8000500366769,9.06,10.0,1.0 PCS,9.06,"",10.0,""
TIK TAK ORANGE 7.2 GM,,8000500366776,9.06,10.0,1.0 PCS,9.06,"",10.0,""
TIKTAK GREEN 7.2 GM,,8000500405130,9.0,10.0,0.0 PCS,0.0,"",10.0,""
TIL LADDU,,"",16.0,20.0,0.0 PCS,0.0,"",20.0,""
TILL LADDU,,"",20.0,30.0,10.0 PCS,200.0,"",30.0,""
TIME PASS 50-50 142 GM,,8901063018334,21.7,24.0,5.0 PCS,108.5,"",25.0,""
TISHI LOOSE 1 KG,,"",100.0,160.0,497.23 PCS,49723.0,"",200.0,""
TISSUE PAPER ROLL 1 N,,"",15.0,25.0,46.0 PCS,690.0,"",30.0,""
TISSUE PAPER SQUARE 50 NOS,,"",20.0,30.0,6.0 PCS,120.0,"",70.0,""
TOILET BRUSH DOUBLE,,8904132933972,75.0,90.0,18.0 PCS,1350.0,"",140.0,""
TOILET BRUSH SINGLE 1 PC,,8904132933965,55.08,79.0,1.0 PCS,55.08,"",110.0,""
TOILET PAPER ROLL 4 N,,8904132925366,85.0,99.0,0.0 PCS,0.0,"",140.0,""
TOK DOI 1KG 1 KG,,"",100.0,140.0,2.0 PCS,200.0,"",160.0,""
TOK DOI 500 500 GM,,"",50.0,70.0,1.0 PCS,50.0,"",80.0,""
TOMATO KETCHUP 75 GM,,"",12.29,15.0,0.0 PCS,0.0,"",15.0,""
TONG GARDEN GARLIC PEANUTS 65 GM,,8908023404084,38.0,45.0,0.0 PCS,0.0,"",49.0,""
TONG GARDEN M PEANUTS 65 GM,,8908023404091,40.0,45.0,9.0 PCS,360.0,"",49.0,""
TONG GARDEN SALTED SUNFLOWER 110 GM,,8850291202285,128.0,140.0,3.0 PCS,384.0,"",160.0,""
TOO YUMM  VEGGIE STIX 21 GM,,8906090570831,8.5,10.0,0.0 PCS,0.0,"",10.0,""
TOO YUMM AMERICAN 21 GM,,8906090572873,8.5,10.0,4.0 PCS,34.0,"",10.0,""
TOO YUMM BHOOT KARARE 21 GM,,8906090575256,8.5,10.0,5.0 PCS,42.5,"",10.0,""
TOO YUMM BHOOT KARARE 44 GM,,8906090575263,16.5,19.0,0.0 PCS,0.0,"",20.0,""
TOO YUMM CHILLI ACHARI 21 GM,,8906090572064,8.5,10.0,3.0 PCS,25.5,"",10.0,""
TOO YUMM CHIPS AMERICAN 44 GM,,8906090572880,16.5,19.0,-11.0 PCS,-181.5,"",20.0,""
TOO YUMM CHIPS MULTI FLAVOURS ,,"",15.5,20.0,254.0 PCS,3937.0,"",20.0,""
TOO YUMM CLASSIC SALTED 44 GM,,8906090572910,16.5,19.0,-1.0 PCS,-16.5,"",20.0,""
TOO YUMM INDIAN MASALA 44 GM,,8906090572941,16.5,19.0,-2.0 PCS,-33.0,"",20.0,""
TOO YUMM KARARE 44 GM,,"",16.5,19.0,26.0 PCS,429.0,"",20.0,""
TOO YUMM KARARE CHILLI ACHARI 70 GM,,"",14.29,19.0,2.0 PCS,28.58,"",20.0,""
TOO YUMM KARARE MUNCHY MASALA 21 GM,,8906090572088,8.5,10.0,5.0 PCS,42.5,"",10.0,""
TOO YUMM KASHMIRI CHILLI 44 GM,,8906090572972,16.5,19.0,2.0 PCS,33.0,"",20.0,""
TOO YUMM MULTIGRAIN CHIPS 21 GM,,8906090571241,8.5,10.0,2.0 PCS,17.0,"",10.0,""
TOO YUMM PUDINA MASALA 21 GM,,8906090574013,8.5,10.0,1.0 PCS,8.5,"",10.0,""
TOO YUMM SMOKING HOT 21 GM,,8906090574372,8.5,10.0,3.0 PCS,25.5,"",10.0,""
TOO YUMM SMOKING HOT 44 GM,,8906090574389,16.5,19.0,3.0 PCS,49.5,"",20.0,""
TOO YUMM SPANISH TOMATO 21 GM,,8906090572996,8.5,10.0,3.0 PCS,25.5,"",10.0,""
TOO YUMM VEGGIE STIX 44 GM,,8906090570848,16.5,19.0,-2.0 PCS,-33.0,"",20.0,""
TOO YUMM WAFERS 44 GM,,8906090574044,16.5,19.0,-1.0 PCS,-16.5,"",20.0,""
TOOR DAL 1 KG,,No.123444,105.0,117.0,8.0 PCS,840.0,"",140.0,""
TOOR DAL 500 GM,,No.123247,53.0,59.0,13.0 PCS,689.0,"",70.0,""
TOP BUTTER 150 GM,,8901719123481,21.26,24.0,1.0 PCS,21.26,"",25.0,""
TOP BUTTER 200 GM,,8901063144095,26.05,29.0,11.0 PCS,300.88,"",30.0,""
TOP CLASSIC BUTTERY 250 GM,,8901719123610,26.49,31.15,20.0 PCS,529.8,"",31.15,""
TOP GOLD 185 GM,,8901928302509,26.25,29.0,175.0 PCS,4823.44,"",30.0,""
TOP GOLD 63 GM,,8901928300741,8.5,10.0,3.0 PCS,25.5,"",10.0,""
TOP HERBS 200 GM,,8901928221756,29.76,34.0,32.0 PCS,999.94,"",35.0,""
TOP PANEER 200 GM,,8902631015106,52.5,59.0,10.0 PCS,525.0,"",70.0,""
TOP PANEER 450 GM,,8902631015113,94.0,105.0,27.0 PCS,2538.0,"",135.0,""
TOP PANEER 825 GM,,8902631015120,165.0,170.0,25.0 PCS,4125.0,"",230.0,""
TOP PEPPY 200 GM,,8901928242003,29.76,34.0,-18.0 PCS,-535.68,"",35.0,""
TOSTEA MILK ATTA RUSK 63 GM,,8901063325852,8.53,9.0,7.0 PCS,59.71,"",10.0,""
TOTAL CARE BABY PANTS 54 N,,8901138837280,929.31,999.0,4.0 PCS,3717.24,"",1249.0,""
TOTAL CARE BABY PANTS M9 9 N,,8901138837181,111.61,135.0,7.0 PCS,781.27,"",150.0,""
TREAT CHOCO 51 GM,,8901063033689,7.82,9.0,0.0 PCS,0.0,"",9.0,""
TREAT CREME WAFFERS 28.7 GM,,8901063033856,8.53,9.0,7.0 PCS,59.71,"",9.0,""
TREAT VANIILLA 51GM,,8901063033696,7.73,10.0,3.0 PCS,23.19,"",10.0,""
TREAT WAFERS 55 GM,,8901063033573,19.18,25.0,2.0 PCS,38.36,"",50.0,""
TRESEME ARGON OIL SHAMPOO,,8909106081987,126.57,150.0,2.0 PCS,265.8,"",172.0,""
TRESEME HAIRFALL DEFENCE SHAMPOO,,8909106026490,126.57,150.0,3.0 PCS,398.7,"",172.0,""
TRESEME K.S SHAMPOO 180 ML,,8909106026117,192.6,212.0,0.0 PCS,0.0,"",228.0,""
TRESEME K.S SHAMPOO 85 ML,,"",87.06,109.0,0.0 PCS,0.0,"",113.0,""
TRESEME KERATIN SHAMPOO,,"",0.0,0.0,0.0 PCS,0.0,"",0.0,""
TRESEME KERATIN SHAMPOO,,"",0.0,0.0,0.0 PCS,0.0,"",0.0,""
TRESEME KERATIN SHAMPOO+CONDITIONER,,8909106002234,3.49,5.0,1196.0 PCS,4382.74,"",5.0,""
TRESEME KERATIN SHAMPOO+CONDITIONER,,"",3.49,5.0,0.0 PCS,0.0,"",5.0,""
TRESEME KERATIN SHAMPOO+CONDITIONER,,"",3.49,5.0,0.0 PCS,0.0,"",5.0,""
TRESEME KERATIN.S CONDI 80 ML,,8909106001442,100.92,127.0,1.0 PCS,100.92,"",131.0,""
TRESEMME CONDITIONER 190ML,,8909106006591,261.94,312.0,1.0 PCS,261.94,"",340.0,""
TRESEMME HAIRFALL DEFENSE+ 185 ML,,8909106002227,192.6,199.0,0.0 PCS,0.0,"",250.0,""
TRESEMME K S ARGAN OIL 25 ML,,8901030928574,76.27,80.0,16.0 PCS,1220.32,"",99.0,""
TRESEMME K SD ARGAN OIL 10 ML,,8901030999260,30.82,35.0,10.0 PCS,308.2,"",40.0,""
TRESEMME KERATIN SMOOTH 340 ML,,8909106001404,377.5,410.0,0.0 PCS,0.0,"",490.0,""
TRESEMME KERATIN SMOOTH 580 ML,,8909106001428,654.85,699.0,7.0 PCS,4583.95,"",850.0,""
TRESEMME KERATIN SMOOTH 85 ML,,8909106026124,56.28,62.0,2.0 PCS,118.19,"",65.0,""
TRESEMME KERATIN SMTH SHP 85 85 ML,,"",87.0,110.0,0.0 PCS,0.0,"",113.0,""
TRESEMME LAMELLAR GLOSS 185 ML,,8909106006546,192.6,199.0,0.0 PCS,0.0,"",250.0,""
TRESEMME LAMELLAR GLOSS 85 ML,,8909106006539,77.04,79.0,0.0 PCS,0.0,"",100.0,""
TRESEMME SHAMPOO 85 ML,,8909106069152,64.94,69.0,0.0 PCS,0.0,"",75.0,""
TRESEMME SMOOTH HAIR SERUM ARGAN OIL,,8909106002296,126.53,180.0,5.0 PCS,664.28,"",219.0,""
TRESEMME SMOOTH SHINE 180ML,,8909106026209,175.66,199.0,0.0 PCS,0.0,"",228.0,""
TRESEMME SMOOTH SHINE CONDI 85 ML,,8909106001336,56.28,89.0,8.0 PCS,472.75,"",113.0,""
TRESEMR CONDITIONER 80 ML,,8909106002173,100.92,127.0,0.0 PCS,0.0,"",131.0,""
TROPICAL NUTS MIX T.G 180GM,,8908023404442,280.0,330.0,0.0 PCS,0.0,"",350.0,""
TROPICANA 500 ML,,8902080002771,27.08,30.0,1.0 PCS,27.08,"",30.0,""
TROPICANA APPLE DRINK 125 ML,,8902080002719,7.75,10.0,13.0 PCS,100.75,"",10.0,""
TROPICANA CRANBERRY DELIGHT 1 LTR,,8902080013845,127.5,135.0,3.0 PCS,382.5,"",140.0,""
TROPICANA MIXED FRUIT 125 ML,,8902080002702,7.75,10.0,25.0 PCS,193.75,"",10.0,""
TRUE ELEMENTS ALMONDS 200 GM,,8906112667051,220.0,249.0,5.0 PCS,1100.0,"",350.0,""
TRUE ELEMENTS CASHEW 200 GM,,8906112667075,220.0,249.0,4.0 PCS,880.0,"",315.0,""
TRUE ELEMENTS CHILLI OATS 150 GM,,8906172784422,80.0,90.0,3.0 PCS,240.0,"",99.0,""
TRUE ELEMENTS CORN FLAKES PRO 260 GM,,8906172781407,70.0,82.0,6.0 PCS,420.0,"",88.0,""
TRUE ELEMENTS INDI MASALA 150 GM,,8906172784286,70.0,82.0,4.0 PCS,280.0,"",88.0,""
TRUE ELEMENTS KAJUBADAM 210 GM,,8906172784415,280.0,310.0,2.0 PCS,560.0,"",349.0,""
TRUE ELEMENTS OATS 400 GM,,8906112668164,75.0,85.0,6.0 PCS,450.0,"",90.0,""
TRUE ELEMENTS OATS 900 GM,,8906112662087,175.0,199.0,3.0 PCS,525.0,"",270.0,""
TRUE ELEMENTS PROTEIN BAR 50 GM,,8906172784101,63.33,70.0,34.0 PCS,2153.22,"",80.0,""
TRUE ELLEMENTS R.OATS 200 GM,,"",80.0,90.0,0.0 PCS,0.0,"",99.0,""
TRUE.E D.F CHIKKI 1N,,8906172781513,20.83,24.0,13.0 PCS,270.79,"",25.0,""
TULASI BLACK & WHITE 90 GM,,8901031036667,33.33,45.0,5.0 PCS,166.65,"",60.0,""
TULASI BLACK SANDALWOOD 12 GM,,8901031048806,6.83,10.0,0.0 PCS,0.0,"",15.0,""
TULASI CHAMPA 15 GM,,8901031039422,6.83,10.0,14.0 PCS,95.62,"",15.0,""
TULASI DWARAKA 80 GM,,8901031049674,33.33,45.0,0.0 PCS,0.0,"",60.0,""
TULASI JANANI AGARBATTI 50 GM,,8901031055354,15.08,20.0,5.0 PCS,75.4,"",27.0,""
TULASI POOJA AGARBATTI 90 GM,,8901031055156,33.33,45.0,0.0 PCS,0.0,"",60.0,""
TULASI SHREE SMARAN 100 GM,,8901031049940,33.33,45.0,5.0 PCS,166.65,"",60.0,""
TULSHI SANDAL 1 N,,8901031041708,33.33,45.0,22.0 PCS,733.26,"",60.0,""
TULSI BLACK & WHITE 15 GM,,8901031048783,6.83,10.0,4.0 PCS,27.32,"",15.0,""
TULSI BLACK SANDALWOOD 75 GM,,8901031044525,33.35,45.0,13.0 PCS,433.55,"",60.0,""
TULSI GINGER TEA POT 100 GM,,801541041008,184.0,210.0,0.0 PCS,0.0,"",225.0,""
TULSI GREEN TEA 100 GM,,"",186.44,249.0,2.0 PCS,372.88,"",280.0,""
TULSI GREEN TEA 50,,801541514892,170.0,190.0,-2.0 PCS,-340.0,"",215.0,""
TULSI MALA AGARBATTI 80 GM,,8901031049964,33.33,45.0,12.0 PCS,399.96,"",60.0,""
TULSI RAJNIGANDHA,,"",6.83,10.0,12.0 PCS,81.96,"",15.0,""
TULSI SANDAL DREAM FLORA 80 GM,,8901031049902,33.33,45.0,1.0 PCS,33.33,"",60.0,""
TULSI SANDALWOOD,,"",6.83,10.0,24.0 PCS,163.92,"",15.0,""
TURMERIC GROUND 100G 100 GM,,8901781000291,25.71,30.0,280.0 PCS,7198.8,"",38.0,""
TURMERIC GROUND 200G 200 GM,,8901781001137,50.48,59.0,140.0 PCS,7420.56,"",74.0,""
TURMERIC GROUND 500G 500 GM,,8901781000222,123.81,139.0,4.0 PCS,495.24,"",185.0,""
TURMERIC GROUND 50G 50 GM,,8901781000338,12.86,16.0,196.0 PCS,2520.56,"",19.0,""
TUT PIK 1N,,6972766010262,20.0,30.0,-3.0 PCS,-60.0,"",50.0,""
Tata Sampann Chicken Masala 45 Gm,,8904043926384,38.0,45.0,19.0 PCS,722.0,"",50.0,""
UBTAN OIL FREE FACE MSTR 80 ML3,,8906087776536,208.16,249.0,2.0 PCS,416.32,"",319.0,""
UDAY ALMOND GOLD 250 GM,,"",222.5,240.0,0.0 PCS,0.0,"",300.0,""
UJALA SUPREME 250 ML,,8902102194934,65.49,82.0,11.0 PCS,720.39,"",85.0,""
UJALA SUPREME 30 ML,,8902102194910,7.7,10.0,69.0 PCS,531.3,"",10.0,""
UJALA SUPREME 75 ML,,8902102194927,28.51,36.0,25.0 PCS,712.75,"",37.0,""
UJALA YOUNG & FRESH 210 ML,,8902102128168,47.0,55.0,0.0 PCS,0.0,"",58.0,""
UJI FRESH JUICE 290 ML,,"",70.0,90.0,28.0 PCS,1960.0,"",100.0,""
UJI PINEAPPLE DRINK 250 ML,,8936225842045,40.0,50.0,8.0 PCS,320.0,"",60.0,""
UNCLE CHIPPS 40 GM,,8901491435000,18.0,20.0,0.0 PCS,0.0,"",20.0,""
UNCLE CHIPPS SPICY TREAT 40 GM,,8901491435109,16.07,20.0,0.0 PCS,0.0,"",20.0,""
UNIBIC CASHEW COOKIES 130 GM,,8906009070520,22.69,29.0,15.0 PCS,340.35,"",30.0,""
UNIBIC CHOCO COOKIES 130 GM,,8906009070483,22.69,29.0,16.0 PCS,363.04,"",30.0,""
UNIBIC DIGESTIVE 300G 240 GM,,8906009070308,44.44,49.0,2.0 PCS,88.88,"",50.0,""
UNIBIC WAFERS 30 GM,,8906009070988,7.69,10.0,0.0 PCS,0.0,"",10.0,""
V C DAILY GLOW FACE CREAM 35 GM,,8904417309812,71.13,92.0,0.0 PCS,0.0,"",109.0,""
V PURE CORNFLAKES 200 GM,,8908009475060,47.0,59.0,28.0 PCS,1316.0,"",69.0,""
V PURE CORNFLAKES 500 GM,,8908009475053,85.0,150.0,39.0 PCS,3315.0,"",150.0,""
V PURE ELACHI 1.2 GM,,8908009475107,6.25,9.0,12.0 PCS,75.0,"",10.0,""
V PURE G. MASALA 8 GM,,"",6.25,9.0,15.0 PCS,93.75,"",10.0,""
V PURE G. MIRCHI 5 GM,,8906131312345,6.25,9.0,14.0 PCS,87.5,"",10.0,""
V PURE LONG 3 GM,,8908009475046,6.25,9.0,13.0 PCS,81.25,"",10.0,""
V PURE SEWAI 70 GM,,8906131311867,8.0,10.0,29.0 PCS,232.0,"",10.0,""
V PURE SEWAI 75 GM,,8908009475282,9.0,10.0,14.0 PCS,126.0,"",10.0,""
V PURE SOYA CHUNKS 200 GM,,8908009475411,48.0,55.0,10.0 PCS,480.0,"",64.0,""
V Pure Oats Jar 500 gm ,,8908009475404,95.0,110.0,30.0 PCS,2850.0,"",150.0,""
V WASH 100 ML,,8901030815911,141.24,179.0,6.0 PCS,847.44,"",200.0,""
V WASH 20 ML,,8901030815904,35.31,46.0,1.0 PCS,35.31,"",50.0,""
VALLEY STRONG TEA 100 GM,,"",23.0,30.0,47.0 PCS,1081.0,"",38.0,""
VALLEY STRONG TEA 250 GM,,8908014639198,57.5,65.0,112.0 PCS,6440.0,"",85.0,""
VALLEY STRONG TEE 1KG,,"",225.0,249.0,31.0 PCS,6975.0,"",305.0,""
VALLEY STRONG TEE 500GM,,"",112.5,129.0,35.0 PCS,3937.5,"",165.0,""
VALMATE LIGHTER 1 U,,8901200434430,110.0,130.0,1.0 PCS,110.0,"",160.0,""
VANISH LEQ 180ML 180 ML,,8901396040606,60.4,76.0,12.0 PCS,724.8,"",80.0,""
VANISH OXI ACTION 400 ML,,8901396040705,117.03,150.0,10.0 PCS,1170.3,"",155.0,""
VANSAAR ALOE VERA 150 ML,,8904379600101,85.0,95.0,3.0 PCS,255.0,"",99.0,""
VANSAAR TIL TEL 100 ML,,8904379601481,111.8,125.0,10.0 PCS,1118.0,"",135.0,""
VAPORUB 25 ML,,4987176191205,81.06,95.0,1.0 PCS,81.06,"",102.0,""
VASELINE ADVANCED REPAIR 100 ML,,8901030890789,119.41,150.0,0.0 PCS,0.0,"",155.0,""
VASELINE ALOE FRESH 400 ML,,8901030515545,395.2,499.0,1.0 PCS,395.2,"",540.0,""
VASELINE ALOE FRESH 90 ML,,8901030515521,96.3,120.0,0.0 PCS,0.0,"",125.0,""
VASELINE COCOA GLOW 50 ML,,8901030916298,46.23,55.0,1.0 PCS,46.23,"",60.0,""
VASELINE COCOA GLOW 90 ML,,8901030978456,75.64,95.0,3.0 PCS,226.92,"",105.0,""
VASELINE DAILY BRIGHT 90 ML,,8901030997259,94.86,115.0,0.0 PCS,0.0,"",125.0,""
VASELINE DAILY BRIGHTENING 400 ML,,8901030997280,272.06,360.0,1.0 PCS,272.06,"",565.0,""
VASELINE DEEP MOISTURE 85 ML,,8909106056251,69.34,80.0,0.0 PCS,0.0,"",90.0,""
VASELINE DEEP MOISTURE LOTION 200 ML,,8909106056275,188.97,230.0,0.0 PCS,0.0,"",249.0,""
VASELINE JELLY 20 GM,,8901030916267,43.91,55.0,7.0 PCS,307.37,"",57.0,""
VASELINE JELLY 40 GM,,8901030916250,68.43,90.0,2.0 PCS,136.86,"",95.0,""
VASELINE JELLY 85 GM,,8901030916236,134.05,168.0,3.0 PCS,402.15,"",174.0,""
VASELINE LIGHT HYDRATE 90 ML,,8901030978227,76.27,90.0,3.0 PCS,228.81,"",99.0,""
VASELINE LIGHT LOTION 400 ML,,8901030976520,365.95,450.0,0.0 PCS,0.0,"",475.0,""
VASELINE LIP CARE 10G,,"",30.0,45.0,2.0 PCS,60.0,"",49.0,""
VASELINE MINI 5.5 GM,,"",4.0,5.0,19.0 PCS,76.0,"",5.0,""
VASELINE SUN PROTECT 400 ML,,8901030515514,283.06,560.0,1.0 PCS,283.06,"",639.0,""
VASMOL 100 ML,,8901247571013,49.18,60.0,3.0 PCS,147.54,"",65.0,""
VASMOL BLACK HAIR OIL 100 ML,,8901247573260,38.1,42.0,0.0 PCS,0.0,"",44.0,""
VASMOL BLACK HAIR OIL 200 ML,,8901247573277,76.19,90.0,6.0 PCS,457.14,"",95.0,""
VASMOL BRAHMOL HAIR OIL 200 ML,,8901247573031,69.26,70.0,15.0 PCS,1038.9,"",80.0,""
VASMOL BRAHMOL HAIR OIL 300 ML,,8901247573055,108.23,115.0,0.0 PCS,0.0,"",125.0,""
VASMOL BRAHMOL HAIR OIL 90 ML,,8901247573017,34.63,39.0,6.0 PCS,207.78,"",40.0,""
VASOCARE 10/- 15 ML,,"",8.67,10.0,6.0 PCS,52.02,"",10.0,""
VASOCARE MINI 6.5 GM,,"",4.33,5.0,105.0 PCS,454.65,"",5.0,""
VASOCARE PJ 25 ML,,8901248275040,45.02,50.0,3.0 PCS,135.06,"",52.0,""
VECTOR 4S 4N,,4987176278630,139.29,170.0,0.0 PCS,0.0,"",188.0,""
VECTOR 6S 6 N,,4987176278609,174.11,210.0,0.0 PCS,0.0,"",235.0,""
VEET IN CREAM 30GM,,8901396601784,81.88,90.0,1.0 PCS,81.88,"",109.0,""
VEET PURE DRY TO NORMAL 30 GM,,8901396601807,81.88,100.0,11.0 PCS,900.68,"",109.0,""
VEG MOMO 1KG 1 KG,,"",295.0,320.0,1.0 PCS,295.0,"",350.0,""
VEGETABLE NUGGETS 400 GM,,8901963200969,250.0,270.0,3.0 PCS,750.0,"",299.0,""
VELLA VITA PISTACHIO 100 ML,,8906188064129,406.27,549.0,8.0 PCS,3250.16,"",799.0,""
VENUS,,4987176342645,73.6,90.0,4.0 PCS,294.4,"",99.0,""
VI JOHN SAFFRON CLASSIC CREAM 50 GM,,8906010083144,33.9,50.0,7.0 PCS,237.3,"",65.0,""
VI JOHN SHAVING CREAM 124 GM,,8904456101279,33.25,49.0,0.0 PCS,0.0,"",55.0,""
VI JOHN SPLASH 100 ML,,8906010082239,123.58,199.0,2.0 PCS,247.16,"",250.0,""
VI-JOHN CLASSIC 30 GM,,"",16.27,25.0,11.0 PCS,178.97,"",30.0,""
VI-JOHN PREMIUM SHAVING CREAM 200 GM,,8904456101217,116.94,170.0,1.0 PCS,116.94,"",225.0,""
VI-JOHN SAFFRON CREAM 50 ML,,8906010080181,38.14,69.0,7.0 PCS,266.98,"",80.0,""
VICKS BABY RUB 10 ML,,21433499,40.53,50.0,1.0 PCS,40.53,"",51.0,""
VICKS INHALER 0.5 ML,,4987176351968,44.99,60.0,24.0 PCS,1079.76,"",64.0,""
VIM BAR 110 GM,,8901030535697,7.76,10.0,1300.0 PCS,10088.0,"",10.0,""
VIM BAR 250 GM,,8909106066441,20.34,27.0,0.0 PCS,0.0,"",27.0,""
VIM BAR 300 GM,,8909106000865,23.54,29.0,27.0 PCS,749.98,"",30.0,""
VIM BAR 60+10GM 60+10GM,,8909106004528,3.92,5.0,1149.0 PCS,4504.08,"",5.0,""
VIM BAR TUB 500 GM,,8909106066434,36.91,47.0,132.0 PCS,5749.1,"",49.0,""
VIM BAR TUB PUDINA FRESH 500 GM,,8909106011540,48.96,62.0,1.0 PCS,48.96,"",65.0,""
VIM DISHWASH GEL 120ML 120 ML,,8909106017924,11.65,15.0,10.0 PCS,137.47,"",15.0,""
VIM DISHWASH GEL 500ML 500 ML,,8909106018006,104.84,129.0,21.0 PCS,2597.94,"",135.0,""
VIM LIQUID 200 ML,,8901030538421,19.62,24.0,27.0 PCS,625.09,"",25.0,""
VIM LIQUID 250 ML,,8909106017993,46.6,55.0,53.0 PCS,2914.36,"",60.0,""
VIM LIQUID YELLOW 750 M L,,8909106017986,163.09,200.0,0.0 PCS,0.0,"",210.0,""
VIM NEEM CLEAN SOAP,,8909106024465,27.78,29.0,21.0 PCS,583.38,"",30.0,""
VIM PUDINA FRESH 110 GM,,8909106014879,7.85,10.0,1.0 PCS,7.85,"",10.0,""
VIM SCRUB 1N,,8901030885556,7.7,10.0,5.0 PCS,38.5,"",10.0,""
VIMBARTUB 500GM 500 GM,,8909106004542,45.2,59.0,0.0 PCS,0.0,"",60.0,""
VINUT DRINKS,,"",45.0,50.0,20.0 PCS,900.0,"",60.0,""
VITA MARIE 248 GM,,8901063014299,34.1,38.0,0.0 PCS,0.0,"",40.0,""
VITAMIN C DAILY GLOW MST CREAM 50 GM.,,8904417318340,107.34,119.0,0.0 PCS,0.0,"",149.0,""
VITAMIN C FACE TONER 200 ML,,8906087772484,260.37,299.0,2.0 PCS,520.74,"",399.0,""
VIVEL ALOE VERA 5N,,"",81.26,99.0,4.0 PCS,325.04,"",95.0,""
VIVEL ALOE VERA SOAP 44 GM,,8901725931995,8.38,10.0,174.0 PCS,1458.12,"",10.0,""
VIVEL ALOE VERA SOFT 5N,,8901725937386,89.81,99.0,41.0 PCS,3682.21,"",105.0,""
VIVEL LIME AND ALOEVERA SET 450 GM,,"",95.0,99.0,0.0 PCS,0.0,"",110.0,""
